26124		51120		43222
26057		51059		43060
25978		50995		42875
25902		50928		42693
25828		50860		42514
25744		50789		42318
25650		50713		42100
25551		50631		41870
25453		50543		41637
25355		50455		41405
25246		50366		41153
25123		50276		40880
24989		50185		40588
24834		50084		40255
24657		49977		39882
24461		49871		39482
24251		49769		39064
24018		49666		38607
23773		49558		38130
23538		49446		37668
23322		49332		37236
23126		49217		36838
22954		49104		36479
22802		48989		36153
22660		48870		35841
22523		48749		35536
22381		48627		35224
22230		48502		34896
22087		48376		34581
21966		48249		34301
21849		48120		34028
21723		47992		33742
21592		47861		33446
21468		47728		33162
21338		47597		32870
21189		47464		32551
21025		47330		32207
20849		47193		31846
20666		47055		31473
20463		46917		31072
20241		46779		30645
20005		46640		30198
19749		46500		29722
19488		46356		29239
19219		46214		28746
18934		46070		28232
18622		45926		27679
18290		45783		27101
17946		45638		26508
17574		45492		25874
17152		45342		25170
16664		45191		24374
16150		45040		23542
15723		44888		22842
15332		44733		22198
14888		44575		21478
14409		44415		20713
13923		44255		19943
13453		44094		19199
13004		43933		18491
12574		43772		17814
12153		43611		17154
11722		43446		16482
11274		43276		15790
10814		43106		15087
10362		42935		14399
9930		42763		13743
9512		42587		13110
9117		42407		12514
8751		42223		11958
8411		42039		11444
8089		41853		10957
7771		41663		10479
7454		41469		10004
7149		41269		9549
6860		41066		9118
6583		40859		8706
6309		40652		8301
6031		40440		7894
5759		40227		7498
5516		40011		7143
5341		39790		6879
5249		39566		6722
5251		39338		6686
5360		39105		6784
5562		38871		6998
5834		38634		7294
6187		38392		7688
6636		38142		8192
7078		37889		8679
7540		37634		9185
7963		37382		9635
8307		37127		9981
8606		36868		10269
8898		36604		10541
9213		36338		10835
9565		36070		11166
9928		35798		11503
10265		35523		11801
10536		35242		12018
10860		34956		12287
11329		34667		12711
11754		34375		13077
12043		34081		13283
12214		33785		13356
12330		33488		13364
12440		33187		13361
12574		32884		13382
12766		32577		13460
13011		32268		13588
13288		31957		13744
13565		31643		13892
13818		31324		14009
14038		31005		14086
14225		30686		14128
14383		30371		14138
14516		30058		14122
14628		29748		14084
14734		29439		14038
14851		29130		14002
14982		28824		13977
15124		28522		13961
15270		28226		13949
15422		27936		13944
15575		27650		13938
15725		27366		13927
15870		27086		13913
16012		26813		13895
16150		26545		13875
16281		26281		13848
16406		26022		13817
16523		25769		13780
16629		25525		13737
16717		25289		13683
16781		25065		13613
16823		24850		13530
16846		24646		13437
16856		24451		13339
16855		24267		13238
16842		24091		13131
16809		23922		13014
16757		23760		12886
16693		23609		12755
16620		23466		12622
16538		23333		12489
16450		23207		12355
16349		23087		12216
16240		22974		12075
16135		22861		11938
16047		22750		11815
15972		22641		11704
15902		22532		11597
15838		22425		11494
15775		22317		11394
15718		22208		11298
15668		22099		11206
15618		21993		11116
15566		21888		11027
15511		21785		10936
15455		21681		10844
15394		21576		10750
15335		21469		10656
15286		21364		10570
15242		21263		10489
15203		21160		10412
15165		21055		10334
15131		20951		10260
15101		20848		10189
15070		20748		10120
15041		20650		10052
15021		20551		9991
15019		20450		9940
15027		20349		9897
15044		20249		9859
15066		20148		9824
15091		20044		9790
15122		19940		9759
15153		19835		9728
15191		19729		9700
15236		19624		9677
15283		19521		9656
15325		19416		9630
15358		19310		9598
15386		19202		9562
15416		19094		9527
15444		18989		9491
15465		18883		9451
15479		18781		9409
15488		18683		9366
15497		18587		9323
15507		18491		9280
15516		18391		9236
15523		18293		9190
15530		18197		9146
15535		18105		9103
15543		18019		9065
15546		17935		9024
15538		17847		8975
15519		17757		8919
15493		17668		8859
15460		17579		8796
15422		17491		8730
15388		17406		8669
15360		17330		8615
15334		17258		8565
15302		17188		8512
15259		17120		8454
15214		17053		8397
15171		16988		8341
15123		16929		8286
15066		16873		8227
15010		16818		8170
14961		16764		8117
14915		16709		8066
14868		16655		8014
14807		16602		7956
14731		16548		7890
14649		16492		7819
14570		16437		7751
14496		16385		7687
14431		16336		7629
14369		16288		7575
14313		16240		7523
14256		16191		7470
14190		16142		7413
14114		16096		7353
14028		16053		7288
13939		16012		7224
13850		15973		7160
13768		15933		7100
13698		15891		7045
13640		15851		6997
13588		15812		6954
13529		15774		6907
13456		15739		6854
13376		15706		6799
13297		15675		6746
13225		15646		6697
13160		15618		6652
13099		15592		6610
13039		15571		6571
12977		15551		6531
12910		15530		6489
12837		15510		6444
12768		15491		6401
12705		15475		6363
12646		15464		6329
12591		15458		6299
12542		15456		6274
12495		15456		6250
12448		15458		6227
12402		15462		6206
12363		15469		6189
12330		15477		6176
12295		15486		6162
12261		15494		6149
12232		15505		6138
12208		15517		6131
12189		15529		6126
12176		15539		6123
12163		15550		6121
12146		15564		6118
12128		15580		6115
12107		15598		6112
12075		15618		6104
12045		15638		6096
12023		15657		6092
12015		15678		6096
12014		15700		6104
12016		15723		6115
12022		15744		6126
12023		15766		6134
12019		15789		6142
12023		15816		6154
12037		15847		6173
12052		15881		6194
12056		15916		6210
12046		15950		6219
12030		15985		6224
12001		16021		6223
11952		16060		6212
11891		16101		6196
11832		16145		6182
11789		16187		6176
11764		16228		6179
11747		16271		6186
11729		16317		6194
11708		16364		6201
11678		16411		6202
11637		16459		6198
11590		16509		6192
11541		16559		6185
11493		16608		6178
11452		16656		6173
11412		16708		6171
11372		16760		6168
11331		16810		6164
11287		16856		6157
11247		16899		6151
11206		16944		6145
11158		16990		6135
11110		17036		6126
11074		17082		6122
11036		17127		6117
10995		17169		6110
10961		17209		6105
10935		17246		6103
10908		17283		6101
10877		17319		6097
10845		17354		6091
10801		17390		6079
10740		17425		6056
10666		17457		6026
10601		17488		6000
10552		17517		5982
10502		17545		5963
10448		17572		5942
10400		17598		5923
10352		17624		5904
10290		17652		5878
10219		17678		5847
10152		17706		5817
10093		17731		5792
10038		17753		5767
9972		17771		5735
9891		17787		5694
9808		17802		5651
9729		17817		5610
9655		17831		5572
9589		17844		5537
9529		17856		5507
9480		17866		5481
9445		17877		5464
9415		17890		5451
9369		17904		5429
9315		17918		5401
9258		17930		5372
9205		17943		5345
9166		17955		5326
9129		17967		5309
9087		17980		5288
9039		17990		5263
8993		18000		5239
8950		18011		5217
8911		18023		5198
8869		18037		5177
8821		18048		5153
8763		18055		5121
8697		18060		5084
8635		18068		5050
8585		18076		5023
8544		18086		5001
8518		18093		4988
8508		18098		4984
8506		18103		4983
8498		18106		4980
8479		18111		4970
8448		18116		4953
8406		18119		4929
8355		18123		4901
8307		18126		4873
8268		18128		4851
8235		18130		4832
8211		18133		4819
8185		18133		4803
8151		18132		4783
8111		18131		4759
8074		18126		4736
8045		18121		4718
8017		18116		4701
7988		18110		4682
7965		18100		4666
7951		18085		4654
7934		18068		4639
7907		18050		4619
7873		18033		4595
7829		18019		4565
7780		18005		4533
7739		17988		4505
7707		17969		4482
7672		17949		4457
7626		17927		4424
7566		17904		4384
7492		17879		4335
7406		17853		4279
7323		17826		4225
7259		17800		4182
7219		17774		4152
7191		17746		4130
7164		17714		4107
7137		17679		4084
7104		17641		4056
7067		17602		4026
7032		17563		3997
6994		17523		3967
6954		17482		3934
6916		17441		3904
6883		17400		3876
6852		17358		3849
6831		17317		3828
6823		17274		3814
6819		17230		3803
6812		17185		3788
6795		17140		3769
6779		17094		3750
6764		17051		3733
6748		17010		3715
6734		16969		3698
6729		16922		3685
6732		16872		3676
6743		16826		3672
6745		16782		3663
6734		16739		3648
6720		16695		3631
6706		16648		3613
6687		16604		3594
6663		16564		3572
6637		16525		3550
6621		16485		3532
6620		16443		3523
6633		16405		3522
6655		16369		3526
6683		16335		3533
6708		16298		3538
6723		16258		3537
6721		16217		3527
6703		16179		3510
6682		16139		3490
6665		16097		3472
6654		16053		3457
6649		16008		3445
6652		15965		3437
6666		15921		3435
6681		15875		3433
6694		15826		3428
6704		15778		3423
6708		15728		3414
6702		15679		3401
6694		15630		3386
6688		15581		3372
6689		15530		3362
6694		15480		3353
6697		15428		3344
6701		15373		3334
6705		15318		3324
6706		15265		3313
6708		15211		3302
6717		15155		3294
6740		15095		3293
6776		15032		3296
6815		14971		3302
6844		14911		3302
6862		14849		3297
6881		14784		3292
6901		14717		3287
6914		14653		3279
6918		14589		3266
6908		14524		3247
6894		14453		3225
6888		14379		3205
6895		14304		3192
6919		14230		3187
6956		14155		3187
6995		14078		3187
7028		14001		3184
7057		13925		3180
7080		13850		3173
7096		13769		3162
7111		13683		3149
7127		13595		3136
7144		13508		3123
7165		13422		3112
7193		13336		3104
7229		13252		3100
7267		13170		3097
7302		13086		3092
7334		12998		3085
7367		12907		3077
7396		12816		3067
7416		12727		3055
7427		12640		3038
7430		12553		3018
7435		12466		3000
7450		12378		2984
7471		12292		2972
7492		12210		2960
7511		12131		2949
7536		12050		2939
7562		11965		2928
7584		11878		2915
7603		11791		2901
7624		11705		2888
7653		11622		2878
7688		11539		2871
7731		11460		2867
7779		11382		2865
7826		11304		2863
7863		11228		2857
7890		11156		2848
7910		11087		2838
7928		11018		2827
7949		10948		2817
7978		10880		2809
8010		10813		2803
8043		10745		2797
8073		10675		2789
8104		10604		2781
8140		10536		2775
8186		10471		2774
8244		10407		2776
8311		10343		2782
8386		10279		2790
8464		10216		2798
8543		10156		2808
8622		10098		2818
8699		10041		2827
8773		9985		2835
8839		9932		2841
8895		9882		2845
8944		9833		2846
8996		9788		2850
9050		9748		2855
9108		9713		2863
9167		9679		2871
9223		9643		2878
9274		9608		2884
9321		9576		2889
9359		9547		2892
9386		9518		2891
9408		9487		2888
9431		9458		2887
9460		9430		2887
9499		9403		2890
9547		9375		2896
9602		9347		2905
9655		9320		2912
9702		9292		2918
9749		9263		2922
9793		9234		2927
9836		9207		2931
9880		9180		2935
9922		9152		2939
9964		9122		2942
10014		9094		2947
10071		9069		2956
10128		9045		2965
10188		9023		2975
10252		9000		2986
10318		8978		2998
10380		8959		3010
10439		8945		3022
10496		8930		3033
10554		8913		3044
10614		8896		3056
10671		8877		3066
10729		8861		3077
10791		8846		3089
10856		8830		3102
10920		8816		3116
10977		8803		3127
11034		8792		3139
11095		8777		3152
11157		8764		3164
11212		8752		3176
11262		8743		3186
11309		8733		3196
11358		8723		3206
11404		8716		3217
11449		8711		3228
11492		8709		3239
11530		8707		3249
11571		8700		3258
11614		8692		3267
11658		8689		3278
11700		8691		3291
11741		8691		3302
11781		8686		3312
11821		8677		3320
11855		8666		3325
11885		8656		3329
11919		8647		3335
11957		8638		3342
11991		8630		3349
12024		8624		3356
12060		8616		3363
12097		8609		3370
12130		8603		3377
12158		8597		3382
12186		8586		3386
12217		8572		3389
12247		8554		3390
12272		8536		3390
12289		8516		3387
12300		8491		3380
12309		8462		3371
12311		8433		3360
12309		8406		3348
12307		8378		3337
12306		8346		3324
12300		8310		3308
12293		8272		3291
12288		8234		3274
12286		8194		3258
12282		8154		3241
12273		8115		3223
12267		8074		3205
12262		8033		3188
12256		7992		3170
12258		7947		3152
12284		7899		3140
12345		7850		3136
12368		7797		3121
12373		7743		3101
12402		7689		3086
12420		7635		3069
12412		7584		3047
12403		7533		3024
12419		7484		3008
12466		7436		3000
12508		7388		2990
12511		7343		2973
12472		7299		2946
12401		7253		2911
12312		7207		2872
12230		7160		2834
12170		7113		2801
12150		7064		2778
12159		7013		2760
12175		6965		2744
12161		6917		2722
12124		6870		2696
12115		6825		2676
12139		6783		2665
12166		6744		2655
12178		6705		2642
12184		6665		2628
12191		6627		2614
12206		6590		2603
12229		6554		2594
12250		6518		2584
12261		6479		2571
12257		6439		2554
12243		6399		2535
12225		6360		2516
12209		6322		2498
12195		6287		2481
12187		6253		2466
12186		6220		2453
12192		6190		2442
12204		6161		2433
12222		6134		2426
12240		6108		2419
12258		6083		2413
12277		6057		2406
12298		6025		2398
12318		5992		2389
12337		5962		2380
12356		5933		2372
12371		5906		2364
12389		5878		2357
12408		5852		2350
12433		5830		2345
12454		5814		2343
12467		5798		2339
12469		5781		2333
12465		5765		2326
12460		5751		2319
12445		5739		2311
12422		5727		2302
12396		5716		2293
12374		5707		2285
12362		5702		2281
12354		5700		2279
12349		5699		2278
12347		5701		2278
12351		5704		2280
12357		5711		2284
12354		5723		2288
12346		5738		2292
12337		5750		2296
12326		5763		2299
12314		5782		2304
12298		5803		2309
12280		5822		2314
12262		5842		2318
12248		5867		2325
12236		5899		2336
12227		5934		2348
12218		5966		2359
12214		5998		2371
12221		6033		2386
12236		6069		2403
12259		6104		2422
12295		6138		2442
12348		6173		2467
12419		6212		2497
12505		6257		2532
12614		6299		2571
12750		6338		2615
12913		6372		2663
13096		6406		2715
13291		6440		2770
13488		6473		2825
13676		6506		2880
13844		6538		2929
13987		6567		2973
14099		6589		3006
14181		6605		3031
14242		6619		3051
14286		6634		3067
14317		6649		3080
14334		6659		3089
14346		6666		3095
14351		6671		3098
14355		6676		3102
14363		6678		3104
14379		6678		3107
14409		6673		3112
14454		6668		3119
14521		6662		3131
14610		6654		3146
14725		6645		3167
14871		6631		3191
15060		6614		3224
15293		6595		3264
15576		6572		3313
15907		6547		3371
16285		6522		3437
16714		6496		3514
17194		6467		3598
17728		6433		3691
18312		6400		3793
18946		6366		3903
19629		6328		4020
20360		6288		4143
21140		6247		4274
21958		6209		4412
22813		6173		4557
23697		6138		4708
24601		6103		4859
25512		6069		5011
26426		6034		5161
27343		5999		5309
28260		5963		5454
29167		5930		5598
30059		5896		5737
30926		5861		5867
31763		5824		5987
32559		5787		6098
33319		5752		6203
34041		5717		6299
34719		5684		6387
35357		5653		6469
35963		5621		6542
36531		5589		6608
37066		5559		6669
37573		5534		6730
38050		5512		6788
38508		5489		6841
38942		5467		6890
39352		5444		6934
39747		5424		6977
40141		5408		7026
40525		5395		7076
40900		5383		7125
41269		5371		7174
41628		5362		7224
41980		5356		7277
42330		5355		7336
42675		5359		7402
43022		5366		7472
43364		5378		7548
43697		5392		7626
44023		5408		7706
44339		5427		7788
44641		5450		7874
44928		5480		7968
45189		5516		8067
45427		5558		8172
45644		5607		8284
45839		5661		8399
46010		5723		8522
46158		5792		8653
46289		5872		8797
46402		5968		8962
46502		6080		9150
46581		6209		9360
46638		6354		9592
46676		6522		9853
46699		6716		10151
46702		6937		10486
46681		7188		10860
46647		7468		11274
46597		7779		11732
46533		8125		12237
46455		8508		12792
46362		8925		13392
46263		9374		14036
46155		9854		14720
46042		10365		15445
45920		10907		16210
45794		11473		17004
45663		12058		17821
45528		12659		18654
45384		13272		19494
45235		13895		20343
45078		14525		21191
44915		15154		22030
44749		15781		22855
44577		16407		23671
44402		17030		24474
44227		17650		25264
44048		18267		26042
43866		18879		26804
43679		19486		27547
43483		20087		28269
43286		20679		28971
43091		21267		29660
42891		21849		30330
42688		22422		30979
42490		22987		31611
42292		23540		32222
42093		24088		32815
41886		24630		33389
41683		25166		33951
41483		25695		34498
41284		26213		35025
41090		26722		35538
40898		27221		36031
40699		27711		36501
40502		28191		36954
40304		28662		37388
40104		29125		37804
39901		29582		38202
39690		30035		38582
39478		30475		38938
39268		30910		39284
39061		31338		39619
38860		31762		39947
38657		32182		40263
38450		32598		40566
38236		33010		40850
38014		33417		41113
37791		33823		41369
37569		34226		41616
37338		34624		41841
37100		35016		42045
36860		35406		42239
36623		35792		42424
36385		36174		42598
36146		36552		42760
35911		36926		42917
35682		37294		43069
35464		37658		43222
35254		38015		43375
35045		38368		43519
34842		38716		43659
34651		39059		43804
34466		39396		43946
34283		39730		44083
34106		40060		44220
33936		40388		44360
33778		40710		44506
33630		41025		44653
33489		41333		44800
33351		41635		44941
33214		41933		45077
33080		42228		45211
32952		42517		45343
32831		42799		45476
32721		43075		45616
32621		43344		45761
32524		43611		45907
32437		43871		46056
32364		44123		46217
32301		44367		46383
32246		44606		46552
32191		44840		46717
32136		45067		46872
32087		45286		47029
32035		45498		47173
31977		45701		47297
31921		45895		47415
31876		46081		47540
31831		46264		47661
31781		46442		47770
31728		46617		47870
31674		46786		47961
31616		46948		48039
31565		47098		48115
31511		47238		48176
31454		47372		48225
31390		47501		48258
31309		47624		48259
31219		47741		48238
31119		47849		48192
31010		47950		48125
30900		48046		48049
30787		48139		47966
30672		48225		47873
30553		48307		47768
30429		48386		47653
30300		48459		47521
30162		48524		47369
30015		48583		47195
29862		48637		47008
29718		48690		46831
29584		48740		46668
29447		48787		46497
29303		48831		46312
29155		48871		46114
29008		48906		45915
28861		48936		45710
28709		48966		45497
28551		48993		45271
28385		49014		45028
28229		49030		44795
28083		49044		44576
27947		49054		44370
27819		49064		44175
27690		49072		43977
27559		49077		43774
27428		49079		43568
27291		49075		43347
27156		49067		43126
27027		49057		42911
26904		49043		42703
26790		49026		42509
26686		49008		42327
26591		48987		42159
26497		48962		41988
26406		48932		41819
26332		48897		41672
26276		48859		41552
26230		48818		41444
26185		48776		41337
26156		48728		41250
26157		48675		41206
26177		48620		41192
26199		48560		41175
26213		48495		41142
26211		48423		41079
26193		48349		40987
26162		48275		40877
26123		48198		40750
26071		48116		40599
26016		48027		40440
25964		47936		40283
25914		47845		40129
25862		47753		39970
25793		47658		39785
25714		47559		39581
25642		47457		39385
25581		47352		39205
25525		47245		39030
25470		47136		38855
25415		47021		38677
25365		46905		38506
25321		46788		38343
25281		46670		38187
25243		46550		38031
25198		46427		37863
25160		46301		37703
25136		46169		37560
25112		46034		37414
25066		45899		37235
24996		45761		37021
24914		45616		36782
24819		45463		36520
24702		45329		36239
24565		45235		35964
24413		45172		35692
24255		45012		35335
24093		44825		34953
23909		44607		34517
23699		44488		34124
23470		44416		33738
23215		44272		33265
22942		44116		32757
22654		43971		32240
22343		43845		31706
22008		43723		31143
21651		43595		30549
21273		43460		29922
20882		43314		29273
20476		43183		28617
20051		43044		27933
19619		42876		27225
19188		42745		26545
18753		42629		25874
18331		42502		25215
17936		42377		24600
17576		42259		24039
17240		42151		23519
16885		42053		22981
16476		41960		22375
16025		41871		21716
15546		41782		21022
15050		41694		20309
14554		41607		19598
14077		41520		18916
13635		41433		18285
13239		41343		17715
12884		41250		17201
12548		41150		16712
12203		41045		16211
11836		40938		15682
11439		40831		15116
11026		40724		14533
10615		40618		13954
10216		40512		13396
9826		40405		12849
9439		40294		12309
9064		40178		11786
8711		40053		11292
8407		39918		10861
8177		39775		10526
8039		39627		10310
7980		39476		10195
7992		39322		10171
8063		39163		10221
8197		38999		10346
8404		38824		10561
8706		38640		10888
9094		38447		11316
9541		38246		11810
10020		38040		12336
10505		37826		12860
10967		37603		13347
11399		37371		13787
11797		37133		14177
12157		36891		14514
12470		36643		14789
12743		36385		15006
13001		36116		15197
13247		35840		15367
13461		35560		15492
13636		35276		15568
13780		34983		15602
13903		34679		15605
14011		34363		15583
14112		34038		15546
14223		33705		15516
14351		33364		15496
14492		33017		15485
14643		32666		15481
14808		32312		15486
14978		31956		15490
15138		31596		15481
15301		31237		15469
15454		30876		15443
15583		30514		15389
15691		30149		15311
15804		29788		15236
15936		29427		15177
16064		29061		15109
16172		28694		15018
16268		28325		14913
16374		27957		14816
16486		27591		14721
16589		27231		14621
16685		26875		14513
16769		26526		14396
16843		26183		14273
16913		25844		14147
16977		25513		14018
17016		25191		13873
17027		24878		13710
17027		24571		13540
17019		24273		13370
16997		23985		13194
16956		23706		13010
16913		23437		12829
16861		23179		12649
16783		22932		12457
16686		22693		12255
16580		22464		12054
16462		22244		11852
16334		22037		11649
16202		21840		11452
16082		21649		11268
15977		21462		11098
15883		21279		10938
15790		21105		10786
15691		20937		10633
15585		20774		10478
15483		20615		10330
15393		20457		10191
15318		20298		10063
15264		20141		9950
15215		19981		9839
15160		19823		9726
15107		19667		9616
15059		19513		9511
15013		19361		9407
14953		19210		9296
14875		19060		9176
14794		18909		9054
14721		18761		8938
14651		18616		8827
14595		18473		8726
14545		18333		8630
14492		18197		8535
14439		18066		8442
14390		17941		8356
14350		17820		8276
14317		17699		8201
14287		17581		8129
14250		17465		8055
14205		17351		7977
14163		17238		7901
14113		17126		7822
14056		17015		7740
14007		16904		7663
13968		16793		7592
13936		16684		7525
13915		16579		7466
13908		16477		7417
13900		16376		7367
13892		16280		7319
13878		16189		7271
13858		16100		7221
13826		16011		7165
13788		15924		7106
13750		15842		7050
13725		15762		7002
13703		15683		6955
13664		15603		6900
13622		15522		6843
13602		15442		6798
13581		15368		6755
13540		15300		6704
13482		15240		6650
13423		15187		6598
13362		15138		6547
13305		15094		6500
13262		15053		6461
13235		15015		6431
13214		14980		6406
13183		14949		6378
13136		14923		6344
13075		14901		6306
13006		14883		6265
12932		14869		6223
12849		14859		6179
12761		14852		6134
12684		14848		6095
12624		14848		6066
12574		14855		6045
12524		14868		6026
12471		14885		6008
12427		14903		5994
12397		14919		5986
12375		14937		5983
12354		14959		5981
12334		14983		5981
12315		15011		5983
12304		15040		5989
12294		15071		5997
12270		15106		5999
12234		15143		5996
12192		15183		5991
12139		15222		5980
12079		15258		5965
12030		15292		5954
11995		15326		5950
11960		15359		5945
11921		15391		5938
11881		15420		5929
11830		15446		5913
11763		15471		5890
11694		15495		5864
11632		15520		5843
11570		15547		5822
11502		15572		5797
11435		15593		5771
11371		15611		5745
11309		15627		5720
11253		15644		5698
11188		15664		5672
11111		15685		5640
11031		15706		5607
10950		15722		5572
10866		15738		5534
10779		15751		5495
10696		15760		5455
10611		15766		5414
10519		15767		5368
10434		15767		5324
10371		15765		5291
10317		15763		5263
10253		15760		5230
10182		15758		5193
10118		15755		5159
10061		15751		5129
10016		15748		5105
9977		15744		5084
9934		15739		5060
9895		15732		5038
9862		15725		5019
9838		15719		5005
9824		15714		4996
9822		15709		4994
9820		15704		4991
9821		15697		4989
9833		15685		4992
9854		15671		4998
9869		15659		5001
9874		15650		5001
9890		15641		5006
9922		15631		5019
9964		15620		5037
9992		15608		5047
9998		15595		5046
10012		15579		5048
10044		15563		5059
10074		15547		5069
10089		15531		5071
10100		15513		5071
10125		15495		5077
10156		15478		5087
10182		15465		5096
10198		15456		5101
10202		15444		5099
10204		15429		5095
10208		15413		5092
10204		15398		5085
10202		15385		5079
10198		15369		5073
10197		15351		5066
10202		15334		5063
10209		15322		5062
10214		15314		5062
10203		15305		5054
10173		15292		5035
10131		15280		5010
10077		15272		4981
10015		15268		4949
9945		15262		4912
9870		15252		4872
9793		15242		4831
9723		15234		4794
9658		15231		4761
9590		15227		4726
9523		15220		4691
9448		15212		4651
9366		15202		4608
9286		15192		4566
9212		15181		4526
9127		15171		4481
9038		15161		4435
8963		15152		4395
8900		15142		4361
8843		15129		4329
8791		15115		4300
8750		15102		4277
8712		15089		4254
8675		15079		4233
8634		15067		4210
8591		15058		4186
8543		15050		4161
8489		15045		4134
8433		15043		4106
8382		15041		4080
8336		15038		4057
8299		15037		4038
8270		15038		4025
8251		15042		4017
8237		15045		4011
8220		15045		4002
8203		15046		3994
8192		15050		3990
8185		15060		3989
8183		15070		3991
8189		15080		3997
8202		15090		4006
8216		15104		4016
8229		15119		4026
8242		15136		4037
8246		15152		4044
8242		15167		4046
8240		15183		4049
8247		15197		4056
8261		15210		4066
8273		15220		4075
8285		15229		4083
8296		15239		4091
8306		15249		4099
8321		15262		4110
8343		15275		4125
8373		15290		4143
8400		15303		4160
8423		15316		4175
8447		15330		4191
8470		15341		4205
8496		15350		4221
8526		15359		4238
8550		15371		4253
8561		15381		4262
8566		15389		4266
8570		15397		4270
8575		15407		4276
8578		15417		4280
8579		15428		4284
8579		15441		4287
8583		15455		4293
8593		15470		4302
8600		15486		4310
8603		15504		4316
8604		15525		4323
8605		15545		4329
8603		15563		4333
8601		15579		4336
8602		15596		4342
8596		15615		4344
8573		15633		4337
8533		15650		4322
8508		15664		4313
8514		15675		4319
8524		15688		4328
8514		15702		4326
8482		15715		4314
8452		15728		4302
8437		15739		4298
8443		15746		4302
8461		15754		4314
8488		15764		4330
8514		15773		4346
8524		15777		4352
8524		15776		4352
8525		15772		4352
8526		15767		4351
8523		15760		4347
8515		15750		4340
8499		15740		4329
8480		15731		4317
8460		15721		4304
8444		15708		4292
8440		15689		4286
8437		15665		4277
8428		15638		4265
8414		15613		4251
8399		15589		4238
8386		15565		4224
8374		15542		4212
8365		15522		4202
8355		15500		4191
8342		15471		4177
8324		15434		4158
8312		15394		4141
8306		15352		4127
8305		15306		4114
8308		15258		4103
8317		15208		4094
8329		15155		4085
8333		15102		4073
